text,language,label
"How can I apply for the Super Saver Account You can apply for the Super Saver Account in the following ways: Apply through a branch: To apply for the Super Saver facility through a nearest branch, please submit a duly signed written instruction at the nearest branch. You may visit the following URL to access information for the complete address and contact details of our Branches. Apply by calling us: You may access information about our PhoneBanking numbers. Apply online: To apply online for Super Saver Facility, please follow steps mentioned below: Login to your NetBanking account and click on “Fixed Deposit Super Saver option located under fixed deposit of the web page. Select the savings account number and the fixed deposit account number that you wish to link for Super Saver Facility from the drop down Accept the terms and conditions by checking the box available for the same. Click on Continue and Confirm. Please note the following details with regards to the online facility. Only customers with SOW (Single Ownership) relationship with both accounts and Fixed Deposits can link them under Super Saver Facility A minimum amount of Rs. 25,000 for a minimum tenure of 6 months 1 day is required to open a super saver account apart from a zero balance Savings Account In case of a Super Saver facility a lien is marked on the Fixed Deposit in favor of the Bank On Auto renewal of the Fixed Deposit, the quantum of the Overdraft limit will remain unchanged Through this facility, a 75% of your Fixed Deposit Principal amount will be granted as an Overdraft facility The rate applicable on the Overdraft facility will be 2% per annum over and above the Fixed Deposit Rate In case of premature liquidation of the Fixed Deposit, against which the Overdraft has been taken, the rate applicable on the overdraft utilized will remain unchanged In case the overdraft limit (Super Saver) set-up on the account is not removed prior to the maturity of the Fixed Deposit, the Bank shall auto-renew the Fixed Deposit for the same tenure at prevailing rates In case you choose any Sweep-in Fixed Deposit to link to a Super Saver facility, please note that a lien will be marked on the said Fixed Deposit for the Super Saver facility. This will mean that in future in case of shortage of funds, the sweep-in will not trigger, however, the Super Saver limit will be utilized. In case you have 2 separate deposits which you have linked to your SB account - a sweep in FD and a Super saver limit, then in case of shortfall of funds, first the OD amount will get utilized and if the shortfall still remains, then the sweep in shall trigger. View more",en,non-insult
"Can a joint account be opened with a non-senior citizen Yes, as long as the first account holder is a senior citizen.",en,non-insult
"How does it work The Super Saver Account lets you to withdraw up to 90% of your deposit, just like the liquidity of a Savings Account. There’s no need to break your Fixed Deposit for short term requirements. You can withdraw cash through an ATM or by cheque or teller transactions.",en,non-insult
"Can I get an overdraft facility on my fixed deposit funds With our Super Saver Account, you can enjoy an overdraft facility of up to 90% of your Fixed Deposit funds without breaking the Fixed Deposit or losing interest on it. However, a minimum tenure of 6 months is required to open a Super Saver Fixed Deposit/ avail of the Super Saver facility on your existing deposit.",en,non-insult
"What are the benefits With HDFC Bank's Sweep-in facility, you gain the high interest rates that come with a Fixed Deposit, along with the liquidity of a Savings Account. To benefit, you just need a Savings or Current account. The Sweep-In facility links the deposits you choose, and whenever there are insufficient funds in your Account to clear a cheque, we will break units of the deposit to clear the cheque. Here's an example of how it works: Let's say you have a Sweep-In facility on your Savings Account with a linked Fixed Deposit of Rs10,000/-. If you have just issued a cheque for Rs. 4000/-, but the balance in that Savings Account is Rs. 1000/-, HDFC Bank will mark a lien on the Fixed Deposit to the extent of Rs. 3000/- (4000/- less 1000/-) and clear the cheque. View more",en,non-insult
"How can I apply for the Sweep-in facility To apply for the Sweep-In facility, you can login into your NetBanking account and apply online. This facility is available on NetBanking to Sole account holders (Single owners) only. Others can submit a request at nearest Branch. To apply online for Sweep-In Facility, please follow steps mentioned below: 1. Login to your NetBanking account and click on Fixed Deposit Sweep-in option located under fixed deposit of the web page. 2. Select the savings account number and the fixed deposit account number that you wish to link for Sweep-In Facility from the drop down 3. Accept the terms and conditions by checking the box available for the same. 4. Click on Continue and Confirm. Additional Information: Sweep In facility is not given for the below Fixed Deposits Fixed Deposit amounts greater than 1 Crore For availing Sweep-in facility on Fixed Deposits of value Rs 15 Lakhs and above, the customer will have to contact the nearest HDFC Bank Branch. Fixed Deposits with Lien marked: Fixed Deposits which have a lien / an overdraft limit set up; sweep-in on the said Fixed Deposit will not be maintained. Incase multiple deposits are linked for the Sweep-In facility, the first deposit to be encashed will be the deposit which was opened first. To discontinue this facility, once applied for it, you will have to contact the Branch. You may visit the URL to access information for the complete address and contact details of our Branches as well as our PhoneBanking numbers: View more",en,non-insult
Can I have both a Super Saver facility and a Sweep-In facility on the same Fixed Deposit No. You can only have one of the two facilities on a single Fixed Deposit.,en,non-insult
Will both the principal and interest amount of my Fixed Deposit be considered Just the principle amount of your Fixed Deposit is considered.,en,non-insult
"Can I have a Super saver facility and a Sweep-in facility on the same Savings Account It is possible to have both these facilities on the same Savings Account. It is important to note that if there are insufficient funds in your Savings Account, your overdraft limit will be exhausted before units of the Sweep-In Fixed Deposits are used prematurely.",en,non-insult
"On what basis the Sweep-in facility gets triggered  Effective 22nd Feb 2014, Sweep in of funds from your Fixed Deposit (FD) to Saving/ Current account will trigger on Last in First out basis (LIFO).",en,non-insult
Can a Fixed Deposit be linked to two different Savings Accounts for the Sweep-in A Fixed Deposit can only be linked to one savings account for the Sweep-in facility.,en,non-insult
"Can my Sweep-in facility have multiple deposits You can definitely link more than one deposit to the Sweep-in facility. When you link more than one deposit to the facility, then the first deposit to be used will be the deposit which you opened last.",en,non-insult
"Can I link accounts held in different account titles to the same Savings Account for the Sweep-In facility No. You can only link the Sweep-In facility to the accounts with the same account title. For example, a Fixed Deposit held by A-B can be linked to a Savings Account held by A-B across branches.",en,non-insult
"What is the Sweep-in facility all about The Sweep-In facility is a cluster deposit (held in units of Re.1). We will automatically break units of term deposits held by you, if there are insufficient funds in your Sweep-In Savings/Current Account to clear a cheque. The same will happen when you wish to withdraw money using your ATM Card and there are insufficient funds in the account. For more information on the Sweep-In facility, please click here. View more",en,non-insult
"Is there a nomination facility Yes, there is a nomination facility on the Recurring Deposit account.",en,non-insult
"Is there a monthly or quarterly interest pay-out option Interest is paid when the Recurring Deposit account is closed, and on maturity.",en,non-insult
"Can I change the tenure and installment due date, (auto debit date) of my Recurring Deposit No it is not possible to change the tenure and installment due date, (auto debit date). We request you to open a new Recurring Deposit with the desired due date and tenure.",en,non-insult
"For what period can I open a Recurring Deposit You can open a Recurring Deposit account for a minimum period of 6 months, and thereafter in multiples of 3 months up to a maximum period of 10 years.",en,non-insult
Can I choose my instalment date The date of your monthly RD installment will depend on the date you opened your RD account.,en,non-insult
Can partial Payments be made on Recurring Deposits Partial payments are not possible.,en,non-insult
"What is the maximum deposit amount a Recurring Deposit account can be opened with The Maximum installment amount you can open a recurring Deposit account with is Rs 14,99,900/- per month.",en,non-insult
"What if certain RD installments are not paid If six consecutive installments are unpaid, the Bank reserves the right to close the RD account. The interest rate applicable on such closed accounts will be as per the premature withdrawal policy of the Bank.",en,non-insult
"How do Recurring Deposits work A monthly deposit of a pre-fixed amount is made in the Recurring Deposit account. On maturity, you get back the amount you deposited, along with interest calculated at the rate applicable at the time of opening your account.",en,non-insult
"Can I pay more than one instalment at a time You can, but note that there will be no interest paid on any additional amount deposited, other than the installment due.",en,non-insult
"How Interest Rate is calculated for premature withdrawal of Recurring Deposit If your Recurring Deposit is broken prematurely, the interest rate applicable for premature closure of deposits will be lower of The base rate for the original / contracted tenure for which the deposit has been booked OR The base rate applicable for the tenure for which the deposit has been in force with the Bank The base rate is the rate applicable to deposits of less than 1crore as on the date of booking the deposit. In case of premature closure within a month, no interest shall be paid out & only principal amount shall be returned. View more",en,non-insult
Is an overdraft facility allowed Right now there is no overdraft facility for Recurring Deposits.,en,non-insult
"How can I prematurely liquidate my recurring deposit If you wish to prematurely liquidate your Recurring Deposit. We request you to submit your Recurring Deposit advice or written instruction, duly signed by all account holders, at the branch for premature liquidation of your Recurring deposit. Alternatively, you can liquidate your Recurring Deposits through NetBanking. This facility will be available for Recurring Deposit held under Sole Owner (SOW) relationship only and which are booked from Singly Owned Savings or Current Accounts. Following are the steps for liquidating your Recurring Deposit online: Login to NetBanking with your Customer ID and IPIN (NetBanking Password) Select Liquidate R D option under the Recurring Deposit menu from the Menu bar located on the left hand side, under Accounts tab. Select the Recurring Deposit account number from the Drop-down lists, and click on Continue. Verify the details and Confirm the Liquidation. A Confirmation page will be displayed, confirming that your Recurring Deposit has been liquidated. Additional Information - If your Recurring Deposit is broken prematurely, the interest rate applicable for premature closure of deposits will be lower of The base rate for the original / contracted tenure for which the deposit has been booked OR The base rate applicable for the tenure for which the deposit has been in force with the Bank The base rate is the rate applicable to deposits of less than Rs.15 lacs as on the date of booking the deposit. In case of premature closure within a month, no interest shall be paid out & only principal amount shall be returned. View more",en,non-insult
"What happens if I don’t pay an instalment If frequent defaults (non-payments) are observed in your payment of monthly installments, and six installments fall in arrears, the Bank reserves the right to close your RD account. The interest rate applicable on such accounts will be as per the premature withdrawal policy of the Bank.",en,non-insult
"Can my Recurring Deposit be opened in joint names Yes, you can open a Recurring Deposit in a joint name.",en,non-insult
Can the first applicant for a Recurring Deposit be a minor The first applicant can be a minor.,en,non-insult
"Can I withdraw prematurely from my Recurring Deposit Premature withdrawals are allowed, but remember that no partial withdrawal is permitted.",en,non-insult
I'm a senior citizen – are there any extra benefits You gain an additional 0.50% rate of interest.,en,non-insult
"How to open a Recurring Deposit Recurring Deposits can now be booked through NetBanking. Following are the steps for booking your Recurring Deposit online: Access your NetBanking account with your Customer ID and IPIN (NetBanking Password) Select Open Recurring Deposit option under the Recurring Deposit menu from the Menu bar located on the left hand side of the web page Select the desired values from the Drop-down lists Once complete, click on Continue and Confirm the details entered",en,non-insult
Can you covert your existing saving account into a pension account Yes. You just have to submit an undertaking and submit the required documents.,en,non-insult
Any minimum Balance need to be maintained in the account No minimum balance need to be maintained as these are Zero balance accounts.,en,non-insult
When can we open pension accounts You can open pension account 6 months prior to your date of retirement.,en,non-insult
Is nomination required in the account Nomination is mandatory in the account.,en,non-insult
Can a pension account be opened jointly Pension account can be opened jointly with spouse only.,en,non-insult
"What are the charges for collection of outstation cheques To know the charges for collection of cheques levied in your account, click here to view the current schedule of charges. Kindly check under the following headings: Collection of outstation cheques - Our Bank Locations Collection of outstation cheques - Other Locations These charges attract a Service Tax and an Educational Cess as applicable in terms of the current Finance Bill.",en,non-insult
"What is the time taken to realize outstation cheques The indicative time taken for the realization of outstation cheques is given below: Cheques drawn where HDFC Bank has a branch, credit will be given on receipt of clear funds in: Main metro locations (Mumbai, Chennai, Kolkata, New Delhi): 7 working days Metro centers and state capitals (other than those of North Eastern states and Sikkim): Maximum period of 10 working days. In all other centres where we have branches: maximum period of 14 working days. Cheques drawn on non-branch locations where we have a tie-up with correspondent banks, credit will be given on receipt of clear funds: Within a maximum period of 14 working days Cheques drawn on non-branch locations where we do not have a tie-up with correspondent banks, credit will be given on receipt of clear funds: Within a maximum period of 14 working days For more details on the outstation cheque collection policy, click here. For other queries, Contact Us. View more",en,non-insult
"How do I know my beneficiary's details for a cheque issued in my name (Basic Savings Bank Deposit Account - Farmers) To know your beneficiary’s details for a cheque issued by you / issuer name for a cheque credited in your account, please contact any of our bank branches. You can refer the cheque deposit slip also for the details. To know about Service charges and fees click here. For more details, Contact Us.",en,non-insult
How can I get an International Debit Card with my Basic Savings Bank Deposit Account - Farmers You can get an International Debit Card only on request at the branch @ Rs. 100 p.a. (plus applicable taxes) for each applicant.,en,non-insult
What can I do with the NEFT facility You can use the NEFT facility to transfer funds from your HDFC Bank account to an account in another Bank at the locations as specified by RBI.,en,non-insult
"Are all IVR based calls free Yes, all IVR based PhoneBanking services are available free of cost. However agent assisted calls will be charged.",en,non-insult
"How do I apply for a Basic Savings Bank Deposit Account - Farmers with HDFC Bank To apply for a Basic Savings Bank Deposit Account - Farmers with HDFC Bank, you need to choose from the following: 1. Requesting a Bank representative to contact you.Fill in your details here and our representative will get in touch with you shortly. 2. Download an application form Once you have downloaded the form, you just need to follow the steps mentioned below: Print and fill-in the application form. Attach the required documents. Click here to see the documents required. Submit the documents at any of our branches. Click here to find a branch near you. Please allow us a week's time to revert on your application. View more",en,non-insult
"How do I know my beneficiary's details for a cheque issued in my name (Kisan Club Savings account) To know your beneficiary’s details for a cheque issued by you / issuer name for a cheque credited in your account, please contact any of our bank branches. To know about Service charges and fees click here. For more details, Contact Us.",en,non-insult
"Is a nomination facility available for lockers Yes, a nomination facility is available to Individuals /Joint hirers of Safe Deposit Lockers.",en,non-insult
What are the timings for locker operations You can plan your visit and access your locker on all working days during banking hours.,en,non-insult
How many nominees can be added to a single locker A nomination can be made in favour of only one individual.,en,non-insult
"Can I pay for the rent of a locker through my account Yes, you can set a Standing Instruction in your Account to pay your annual locker rent.",en,non-insult
"What is the procedure to add / cancel / modify a nominee in my locker You will need to fill up the following forms and submit it to your locker branch. The forms are available in the Forms centre section of our website.- For addition of a nominee: Form SL1 (sole hirer) / SL1A (joint hirer)- For cancellation of nomination: Form SL2- For change of nomination: Form SL3 (sole hirer) / SL3A (joint hirer)The branch will assist you after the form has been submitted by you. For more details, Contact Us.",en,non-insult
"What are the tenure options The choice is yours. You can choose from any of our repayment options - 12, 18, 24, 30, 36 or 48 months, all specially designed to suit your requirements.",en,non-insult
When can I open a salary account with HDFC Bank The salary account can be opened by virtue of your employer / company having a Corporate Salary arrangement with the Bank.,en,non-insult
"I have not received the Welcome Letter and ATM/Debit Card PIN for my new account If you have not recieved the same at your mailing address within 7 days from the receipt of the Welcome Kit containing the Account deliverables, kindly Contact us.",en,non-insult
"What is the time taken to realize outstation cheques The indicative time taken for the realization of outstation cheques is given below: Cheques drawn where HDFC Bank has a branch, credit will be given on receipt of clear funds in: Main metro locations (Mumbai, Chennai, Kolkata, New Delhi): 7 working days Metro centers and state capitals (other than those of North Eastern states and Sikkim): Maximum period of 10 working days. In all other centres where we have branches: maximum period of 14 working days. Cheques drawn on non-branch locations where we have a tie-up with correspondent banks, credit will be given on receipt of clear funds: Within a maximum period of 14 working days Cheques drawn on non-branch locations where we do not have a tie-up with correspondent banks, credit will be given on receipt of clear funds: Within a maximum period of 14 working days For more details on the outstation cheque collection policy, click here. For other queries, Contact Us. View more",en,non-insult
What to do if my Account becomes dormant  Due to non operation for a period of 2 years your account will become Dormant. In order to activate your account you are requested to :Submit a written instruction signed by all applicants along with ID proof and address proof at the branch where the account is held or at your nearest branch. Initiate credit or debit transaction atleast once in a year to keep your account active. For information on the complete address and contact details of our Branches as well as our PhoneBanking numbers Click Here,en,non-insult
What are the documents required to open a salary account To open a Salary Account you have to: Submit your identity proof and address proof along with your latest passport size photographs Proof of employment (Company ID Card / Appointment letter / Company Introduction through Introduction Letter OR attestation on Account opening form) Submit self-attested copies and originals for verification View more,en,non-insult
"Can a salary account have a joint applicant Yes, parents, spouse, child or sibling can be a joint applicant to an account. The joint applicant will need to submit a valid photo ID and address proof.",en,non-insult
"Is employment confirmation mandatory for me to open a Classic Salary Account Yes, employment confirmation is required to ensure that you are an employee of the company.",en,non-insult
"What is the time taken to realize outstation cheques The indicative time taken for the realization of out-station cheques is given below: Cheques drawn where HDFC Bank has a branch, credit will be given on receipt of clear funds in: Main metro locations (Mumbai, Chennai, Kolkata, New Delhi): 7 working days Metro centers and state capitals (other than those of North Eastern states and Sikkim): Maximum period of 10 working days. In all other centers where we have branches: maximum period of 14 working days. Cheques drawn on non-branch locations where we have a tie-up with correspondent bank, credit will be given on receipt of clear funds: Within a maximum period of 14 working days Cheques drawn on non-branch locations where we do not have a tie-up with correspondent bank, credit will be given on receipt of clear funds: Within a maximum period of 14 working days For more details on the outstation cheque collection policy, click hereFor other queries, Contact Us",en,non-insult
"How can I stop a cheque payment To make a Stop Payment request on an issued Cheque, kindly follow the steps mentioned below: Log in to your NetBanking account Click on the Stop Payment of Cheque option available under Request menu on the left hand side of the web page Select the Account Number (if more than 1 account) Enter first/Start cheque number to the last/End cheque number, with a reason for stopping the payment. Click on Continue. On the next web page, you can verify and click on Confirm tab to confirm the stop payment request. To make a stop payment request on a single cheque, enter the same number in both the fields provided. Stop payment of cheques through NetBanking is free of charge. You may obtain the cheque series from PhoneBanking and then use NetBanking to stop the cheques. Alternatively, you could use PhoneBanking or the branch to make a Stop Payment request for a cheque. Read more about fees and charges applicable to stop cheques here. These charges attract a Service Tax and an Educational Cess as applicable in terms with the current Finance Bill.",en,non-insult
"Can a Company ID card be accepted as a Photo ID document  No, a Company ID cannot be accepted as a Photo ID document. A government issued photo ID card is mandatory.",en,non-insult
"What is the procedure to add/modify or delete a nominee for all my accounts and deposits To add/modify or delete a nominee you will need to fill the nomination form and submit it to your nearest branch. The branch will assist you after the form has been submitted by you.For more details, Contact Us",en,non-insult
"How long will it take to update a change of address Your mailing address will be updated within 7 working days once the application, with any supporting documents, is received and found to be in order. The change in address will also be confirmed through system generated mailers sent to the old as well as the new addresses. If you do not receive any update after the stipulated time mentioned above, we request you to Contact Us with the following details in order to enable us to assist you further: The date when you submitted your request The complete Branch address where the request was submitted. Click here to see details of all our bank branches The name of the executive and complete address of the executive’s source branch, if the form is handed over to an executive",en,non-insult
"Can I use my existing Salary Account if I have changed employers  Yes, In case an arrangement exists, we request you to visit the nearest branch along with a letter or an e-mail received from the official Corporate email ID. The letter / e-mail should have your complete name and account number and state that you have joined the corporate.",en,non-insult
"How do I know my beneficiary's details for a cheque issued in my name To know your beneficiary's details for a cheque issued by you / issuer name for a cheque credited in your account, please contact any of our bank branches. To download a Service Brochure, click here For more details, Contact Us",en,non-insult
"From where can I enquire about the status of my request to change the residential address of my HDFC Bank account Please revert with the following details for us to look into the matter: Date of submission of request for address change The branch where the request was submitted Your Customer ID or Account number (in case, the same has not been mentioned earlier) Your new address Kindly visit the URL to access information for the complete address and contact details of our Branches as well as our PhoneBanking numbers. The primary benefit of this account is that it enables the account holder to track reimbursements you receive from your company separately.",en,non-insult
"From where can I enquire about the status of my request to change the residential address of my HDFC Bank account Please revert with the following details for us to look into the matter: Date of submission of request for address change The branch where the request was submitted Your Customer ID or Account number (in case, the same has not been mentioned earlier) Your new address Kindly visit the URL to access information for the complete address and contact details of our Branches as well as our PhoneBanking numbers. The primary benefit of this account is that it enables the account holder to track reimbursements you receive from your company separately.",en,non-insult
"How do I know my beneficiary's details for a cheque issued in my name To know your beneficiary's details for a cheque issued by you / issuer name for a cheque credited in your account, please contact any of our bank branches. To download a Service Brochure, click here For more details, Contact Us",en,non-insult
"Can I use my existing Salary Account if I have changed employers  Yes, In case an arrangement exists, we request you to visit the nearest branch along with a letter or an e-mail received from the official Corporate email ID. The letter / e-mail should have your complete name and account number and state that you have joined the corporate.",en,non-insult
"Is employment confirmation mandatory for me to open a Regular Salary Account Yes, employment confirmation is required to ensure that you are an employee of the company.",en,non-insult
"How can I stop a cheque payment To make a Stop Payment request on an issued Cheque, kindly follow the steps mentioned below: Log in to your NetBanking account Click on the Stop Payment of Cheque option available under Request menu on the left hand side of the web page Select the Account Number (if more than 1 account) Enter first/Start cheque number to the last/End cheque number, with a reason for stopping the payment. Click on Continue. On the next web page, you can verify and click on Confirm tab to confirm the stop payment request. To make a stop payment request on a single cheque, enter the same number in both the fields provided. Stop payment of cheques through NetBanking is free of charge. You may obtain the cheque series from PhoneBanking and then use NetBanking to stop the cheques. Alternatively, you could use PhoneBanking or the branch to make a Stop Payment request for a cheque. Read more about fees and charges applicable to stop cheques here. These charges attract a Service Tax and an Educational Cess as applicable in terms with the current Finance Bill.",en,non-insult
"What are the eligibility criteria for Personal Accident Death Cover Eligibility: The following are the broad Terms & Conditions of the captioned cover on salary account and Titanium Royale Debit card Accidental Death resulting from bodily injury due accident only (for Defence: under civilian condition (off duty) ) Accidental Death resulting from bodily injury which directly and independently of all other causes results in Death within twelve (12) months of the event date On the event date, the account holder Is a bonafide employees (aged less than 70 years ) of the organization to whom the specific offer has been extended Is holding a Salary Account under the Corporate Salary Account Program with HDFC Bank and has received salary credit in the month or month prior Should have carried out at least one purchase transaction using the Debit Card, within 6 months prior to the date of loss. In case of Air Accidental Death claim ticket should have been purchased using Debit Card linked to Salary Account Cover provided only to the primary account holder",en,non-insult
"What is the procedure to add/modify or delete a nominee for all my accounts and deposits To add/modify or delete a nominee you will need to fill the nomination form and submit it to your nearest branch. The branch will assist you after the form has been submitted by you.For more details, Contact Us",en,non-insult
"How long will it take to update a change of address Your mailing address will be updated within 7 working days once the application, with any supporting documents, is received and found to be in order. The change in address will also be confirmed through system generated mailers sent to the old as well as the new addresses. If you do not receive any update after the stipulated time mentioned above, we request you to Contact Us with the following details in order to enable us to assist you further: The date when you submitted your request The complete Branch address where the request was submitted. Click here to see details of all our bank branches The name of the executive and complete address of the executive’s source branch, if the form is handed over to an executive",en,non-insult
"What is the time taken to realize outstation cheques The indicative time taken for the realization of out-station cheques is given below: Cheques drawn where HDFC Bank has a branch, credit will be given on receipt of clear funds in: Main metro locations (Mumbai, Chennai, Kolkata, New Delhi): 7 working days Metro centers and state capitals (other than those of North Eastern states and Sikkim): Maximum period of 10 working days. In all other centers where we have branches: maximum period of 14 working days. Cheques drawn on non-branch locations where we have a tie-up with correspondent bank, credit will be given on receipt of clear funds: Within a maximum period of 14 working days Cheques drawn on non-branch locations where we do not have a tie-up with correspondent bank, credit will be given on receipt of clear funds: Within a maximum period of 14 working days For more details on the outstation cheque collection policy, click hereFor other queries, Contact Us",en,non-insult
"Can a Company ID card be accepted as a Photo ID document  No, a Company ID cannot be accepted as a Photo ID document. A government issued photo ID card is mandatory.",en,non-insult
"Can I use my existing Salary Account if I have changed employers  Yes, In case an arrangement exists, we request you to visit the nearest branch along with a letter or an e-mail received from the official Corporate email ID. The letter / e-mail should have your complete name and account number and state that you have joined the corporate.",en,non-insult
"Can a salary account have a joint applicant Yes, parents, spouse, child or sibling can be a joint applicant to an account. The joint applicant will need to submit a valid photo ID and address proof.",en,non-insult
"What is the time taken to realize outstation cheques The indicative time taken for the realization of out-station cheques is given below: Cheques drawn where HDFC Bank has a branch, credit will be given on receipt of clear funds in: Main metro locations (Mumbai, Chennai, Kolkata, New Delhi): 7 working days Metro centers and state capitals (other than those of North Eastern states and Sikkim): Maximum period of 10 working days. In all other centers where we have branches: maximum period of 14 working days. Cheques drawn on non-branch locations where we have a tie-up with correspondent bank, credit will be given on receipt of clear funds: Within a maximum period of 14 working days Cheques drawn on non-branch locations where we do not have a tie-up with correspondent bank, credit will be given on receipt of clear funds: Within a maximum period of 14 working days For more details on the outstation cheque collection policy, click hereFor other queries, Contact Us",en,non-insult
"How long will it take to update a change of address Your mailing address will be updated within 7 working days once the application, with any supporting documents, is received and found to be in order. The change in address will also be confirmed through system generated mailers sent to the old as well as the new addresses. If you do not receive any update after the stipulated time mentioned above, we request you to Contact Us with the following details in order to enable us to assist you further: The date when you submitted your request The complete Branch address where the request was submitted. Click here to see details of all our bank branches The name of the executive and complete address of the executive’s source branch, if the form is handed over to an executive",en,non-insult
"Is employment confirmation mandatory to open a Premium Salary Account Yes, employment confirmation is required to ensure that you are an employee of the company.",en,non-insult
"What are the eligibility criteria for Personal Accident Death Cover Eligibility: The following are the broad Terms & Conditions of the captioned cover on salary account and Titanium Royale Debit card Accidental Death resulting from bodily injury due accident only (for Defence: under civilian condition (off duty) ) Accidental Death resulting from bodily injury which directly and independently of all other causes results in Death within twelve (12) months of the event date On the event date, the account holder Is a bonafide employees (aged less than 70 years ) of the organization to whom the specific offer has been extended Is holding a Salary Account under the Corporate Salary Account Program with HDFC Bank and has received salary credit in the month or month prior Should have carried out at least one purchase transaction using the Debit Card, within 6 months prior to the date of loss. In case of Air Accidental Death claim ticket should have been purchased using Debit Card linked to Salary Account Cover provided only to the primary account holder",en,non-insult
"How can I stop a cheque payment To make a Stop Payment request on an issued Cheque, kindly follow the steps mentioned below: Log in to your NetBanking account Click on the Stop Payment of Cheque option available under Request menu on the left hand side of the web page Select the Account Number (if more than 1 account) Enter first/Start cheque number to the last/End cheque number, with a reason for stopping the payment. Click on Continue. On the next web page, you can verify and click on Confirm tab to confirm the stop payment request. To make a stop payment request on a single cheque, enter the same number in both the fields provided. Stop payment of cheques through NetBanking is free of charge. You may obtain the cheque series from PhoneBanking and then use NetBanking to stop the cheques. Alternatively, you could use PhoneBanking or the branch to make a Stop Payment request for a cheque. Read more about fees and charges applicable to stop cheques here. These charges attract a Service Tax and an Educational Cess as applicable in terms with the current Finance Bill.",en,non-insult
"Can a Company ID card be accepted as a Photo ID document  No, a Company ID cannot be accepted as a Photo ID document. A government issued photo ID card is mandatory.",en,non-insult
"How do I know my beneficiary's details for a cheque issued in my name To know your beneficiary's details for a cheque issued by you / issuer name for a cheque credited in your account, please contact any of our bank branches. To download a Service Brochure, click here For more details, Contact Us",en,non-insult
"From where can I enquire about the status of my request to change the residential address of my HDFC Bank account Please revert with the following details for us to look into the matter: Date of submission of request for address change The branch where the request was submitted Your Customer ID or Account number (in case, the same has not been mentioned earlier) Your new address Kindly visit the URL to access information for the complete address and contact details of our Branches as well as our PhoneBanking numbers. The primary benefit of this account is that it enables the account holder to track reimbursements you receive from your company separately.",en,non-insult
What are the modes of accident covered under Personal Accidental Death Cover Accidental Death resulting from bodily injury due accident only under civilian condition (off duty),en,non-insult
"How do I know my beneficiary's details for a cheque issued in my name To know your beneficiary's details for a cheque issued by you / issuer name for a cheque credited in your account, please contact any of our bank branches. To download a Service Brochure, click here For more details, Contact Us",en,non-insult
"From where can I enquire about the status of my request to change the residential address of my HDFC Bank account Please revert with the following details for us to look into the matter: Date of submission of request for address change The branch where the request was submitted Your Customer ID or Account number (in case, the same has not been mentioned earlier) Your new address Kindly visit the URL to access information for the complete address and contact details of our Branches as well as our PhoneBanking numbers. The primary benefit of this account is that it enables the account holder to track reimbursements you receive from your company separately.",en,non-insult
"Is employment confirmation mandatory for me to open a Defence Salary Account Yes, employment confirmation is required to ensure that you are an employee of the company.",en,non-insult
"What are the eligibility criteria for Personal Accident Death Cover Eligibility: The following are the broad Terms & Conditions of the captioned cover on salary account and Titanium Royale Debit card Accidental Death resulting from bodily injury due accident only (for Defence: under civilian condition (off duty) ) Accidental Death resulting from bodily injury which directly and independently of all other causes results in Death within twelve (12) months of the event date On the event date, the account holder Is a bonafide employees (aged less than 70 years ) of the organization to whom the specific offer has been extended Is holding a Salary Account under the Corporate Salary Account Program with HDFC Bank and has received salary credit in the month or month prior Should have carried out at least one purchase transaction using the Debit Card, within 6 months prior to the date of loss. In case of Air Accidental Death claim ticket should have been purchased using Debit Card linked to Salary Account Cover provided only to the primary account holder",en,non-insult
"What is the procedure to add/modify or delete a nominee for all my accounts and deposits To add/modify or delete a nominee you will need to fill the nomination form and submit it to your nearest branch. The branch will assist you after the form has been submitted by you.For more details, Contact Us",en,non-insult
Can a Defence ID card be accepted as a Photo ID document (Defense Salary Account) A Defence ID can be accepted as a Photo ID document.,en,non-insult
"How long will it take to update a change of address Your mailing address will be updated within 7 working days once the application, with any supporting documents, is received and found to be in order. The change in address will also be confirmed through system generated mailers sent to the old as well as the new addresses. If you do not receive any update after the stipulated time mentioned above, we request you to Contact Us with the following details in order to enable us to assist you further: The date when you submitted your request The complete Branch address where the request was submitted. Click here to see details of all our bank branches The name of the executive and complete address of the executive’s source branch, if the form is handed over to an executive",en,non-insult
"What is the time taken to realize outstation cheques The indicative time taken for the realization of out-station cheques is given below: Cheques drawn where HDFC Bank has a branch, credit will be given on receipt of clear funds in: Main metro locations (Mumbai, Chennai, Kolkata, New Delhi): 7 working days Metro centers and state capitals (other than those of North Eastern states and Sikkim): Maximum period of 10 working days. In all other centers where we have branches: maximum period of 14 working days. Cheques drawn on non-branch locations where we have a tie-up with correspondent bank, credit will be given on receipt of clear funds: Within a maximum period of 14 working days Cheques drawn on non-branch locations where we do not have a tie-up with correspondent bank, credit will be given on receipt of clear funds: Within a maximum period of 14 working days For more details on the outstation cheque collection policy, click hereFor other queries, Contact Us",en,non-insult
